customer_id,kyc_monthly_income,pep_flag,adverse_media_flag,total_txn_amount,avg_txn_amount,txn_count,unique_countries,high_risk,exception_count,avg_change_frequency,verified_ratio,label
CUST-622,54567,0,0,3362053.61,305641.23727272724,11.0,4.0,1.0,2.0,2.5,0.5,1
CUST-623,105274,1,0,4329544.61,432954.461,10.0,5.0,1.0,0.0,0.0,0.0,1
CUST-624,102987,1,0,3286960.55,273913.37916666665,12.0,4.0,1.0,4.0,2.75,1.0,1
CUST-625,118068,1,0,653033.42,81629.1775,8.0,3.0,1.0,4.0,2.75,0.5,1
CUST-626,174345,1,0,2097825.86,419565.17199999996,5.0,3.0,0.0,4.0,2.75,0.25,1
CUST-627,103088,1,0,2416137.27,219648.84272727274,11.0,4.0,1.0,5.0,2.8,0.0,1
CUST-628,76091,0,0,1775232.96,177523.296,10.0,3.0,0.0,3.0,4.666666666666667,0.6666666666666666,1
CUST-629,63926,0,0,715539.15,89442.39375,8.0,4.0,1.0,3.0,3.6666666666666665,1.0,1
CUST-630,62575,1,1,4018617.94,223256.5522222222,18.0,4.0,1.0,4.0,2.75,0.5,1
CUST-631,198960,0,1,3829205.16,294554.24307692307,13.0,4.0,1.0,2.0,2.5,0.0,1
CUST-632,133240,1,1,3896929.2,259795.28,15.0,6.0,1.0,2.0,3.0,0.5,1
CUST-633,67335,1,0,616875.92,123375.18400000001,5.0,1.0,0.0,3.0,3.0,0.3333333333333333,1
CUST-634,167953,0,0,1004170.44,100417.044,10.0,4.0,1.0,0.0,0.0,0.0,1
CUST-635,135621,0,0,1584008.1099999999,176000.9011111111,9.0,3.0,1.0,1.0,1.0,0.0,1
CUST-636,110013,1,1,1756947.88,250992.55428571426,7.0,3.0,0.0,6.0,3.5,0.6666666666666666,1
CUST-637,53002,0,0,1783356.85,178335.685,10.0,4.0,0.0,4.0,2.75,0.5,1
CUST-638,33885,1,1,1846848.06,230856.0075,8.0,5.0,1.0,2.0,3.0,0.5,1
CUST-639,21787,0,0,3517144.34,293095.36166666663,12.0,4.0,1.0,4.0,3.75,0.5,1
CUST-640,43700,1,1,4649423.58,309961.572,15.0,4.0,1.0,2.0,4.5,0.5,1
CUST-641,36250,1,1,2656925.49,241538.68090909094,11.0,3.0,1.0,3.0,1.3333333333333333,0.3333333333333333,1
CUST-642,191947,0,0,1961640.97,217960.10777777777,9.0,3.0,1.0,0.0,0.0,0.0,1
CUST-643,67334,0,0,1438850.87,159872.3188888889,9.0,2.0,1.0,1.0,2.0,0.0,1
CUST-644,30577,1,0,2793709.98,214900.76769230768,13.0,3.0,1.0,3.0,3.3333333333333335,0.3333333333333333,1
CUST-645,177770,0,1,2369678.18,197473.18166666667,12.0,6.0,1.0,2.0,3.0,0.5,1
CUST-646,10236,0,0,4447966.5,211807.92857142858,21.0,6.0,1.0,3.0,4.333333333333333,0.3333333333333333,1
CUST-647,74440,0,0,2050833.02,186439.36545454545,11.0,3.0,1.0,0.0,0.0,0.0,1
CUST-648,81101,0,0,2119611.87,264951.48375,8.0,3.0,0.0,1.0,5.0,0.0,1
CUST-649,135023,1,1,2890701.9,262791.0818181818,11.0,4.0,1.0,2.0,3.0,1.0,1
CUST-650,132684,1,1,2818802.84,176175.1775,16.0,5.0,1.0,3.0,2.3333333333333335,0.0,1
CUST-651,148824,0,1,2738540.46,248958.22363636363,11.0,5.0,1.0,0.0,0.0,0.0,1
CUST-652,163782,1,1,2058363.66,205836.36599999998,10.0,5.0,1.0,4.0,4.25,0.5,1
CUST-653,94769,1,0,1625576.93,162557.693,10.0,4.0,1.0,1.0,5.0,0.0,1
CUST-654,173190,0,1,1805716.33,257959.4757142857,7.0,5.0,1.0,0.0,0.0,0.0,1
CUST-655,161639,0,1,1443705.48,240617.58,6.0,3.0,1.0,0.0,0.0,0.0,1
CUST-656,176775,1,1,2184577.4,168044.41538461536,13.0,3.0,1.0,6.0,2.3333333333333335,0.3333333333333333,1
CUST-657,125720,1,0,4305486.82,391407.89272727276,11.0,4.0,1.0,3.0,2.3333333333333335,0.0,1
CUST-658,116712,1,0,3132580.99,391572.62375,8.0,3.0,1.0,1.0,3.0,0.0,1
CUST-659,88107,1,0,1488245.3199999998,186030.66499999998,8.0,2.0,1.0,2.0,3.0,0.5,1
CUST-660,20940,1,1,3953071.3899999997,329422.6158333333,12.0,5.0,1.0,3.0,3.0,0.3333333333333333,1
CUST-661,72490,0,1,4649237.390000001,464923.73900000006,10.0,6.0,1.0,3.0,4.333333333333333,0.6666666666666666,1
CUST-662,187957,1,0,2407173.31,240717.331,10.0,4.0,1.0,1.0,1.0,1.0,1
CUST-663,117493,1,1,3853656.0,256910.4,15.0,4.0,1.0,0.0,0.0,0.0,1
CUST-664,67809,1,1,1686650.3699999999,240950.05285714284,7.0,1.0,0.0,1.0,2.0,0.0,1
CUST-665,106068,1,0,2727039.0,272703.9,10.0,3.0,1.0,0.0,0.0,0.0,1
CUST-666,17061,1,0,2175741.45,145049.43000000002,15.0,4.0,1.0,0.0,0.0,0.0,1
CUST-667,162583,1,0,2019298.0,252412.25,8.0,5.0,1.0,2.0,2.0,1.0,1
CUST-668,155773,0,1,2500857.38,277873.0422222222,9.0,2.0,1.0,4.0,4.25,0.25,1
CUST-669,198995,0,1,2562475.45,320309.43125,8.0,3.0,1.0,2.0,4.0,0.5,1
CUST-670,118206,1,0,2287368.69,254152.07666666666,9.0,4.0,1.0,2.0,2.0,0.5,1
CUST-671,132014,0,1,1408337.05,156481.89444444445,9.0,5.0,1.0,2.0,1.5,1.0,1
CUST-672,26180,1,0,1840211.94,262887.42,7.0,2.0,0.0,0.0,0.0,0.0,1
CUST-673,21056,1,1,2997129.89,299712.989,10.0,5.0,1.0,3.0,3.6666666666666665,0.6666666666666666,1
CUST-674,48713,0,0,2290945.69,286368.21125,8.0,4.0,1.0,2.0,4.0,0.0,1
CUST-675,138485,0,1,1896918.07,237114.75875,8.0,3.0,1.0,2.0,4.5,0.5,1
CUST-676,43296,0,1,2560645.19,512129.038,5.0,2.0,0.0,2.0,3.5,0.0,1
CUST-677,28772,1,1,3630046.13,302503.8441666667,12.0,6.0,1.0,3.0,2.3333333333333335,0.0,1
CUST-678,198576,1,0,2060058.55,343343.0916666667,6.0,3.0,1.0,2.0,2.5,1.0,1
CUST-679,132785,0,1,3347636.93,239116.92357142858,14.0,6.0,1.0,6.0,3.1666666666666665,0.8333333333333334,1
CUST-680,165484,1,1,2262357.52,282794.69,8.0,5.0,1.0,2.0,4.0,0.5,1
CUST-681,10091,1,0,3237939.1,202371.19375,16.0,4.0,1.0,2.0,2.5,0.5,1
CUST-682,156378,1,0,3001842.34,375230.2925,8.0,4.0,1.0,2.0,4.5,0.0,1
CUST-683,50222,1,0,2565602.39,183257.3135714286,14.0,5.0,1.0,5.0,2.4,0.4,1
CUST-684,122973,0,1,2136627.78,305232.54,7.0,5.0,1.0,2.0,4.5,1.0,1
CUST-685,167520,0,0,2250454.74,173111.9030769231,13.0,3.0,1.0,3.0,2.3333333333333335,1.0,1
CUST-686,38223,1,0,2245205.61,224520.561,10.0,4.0,1.0,4.0,2.5,1.0,1
CUST-687,65885,0,1,2263030.55,161645.03928571427,14.0,5.0,1.0,0.0,0.0,0.0,1
CUST-688,186265,0,1,2194951.01,199541.0009090909,11.0,4.0,1.0,3.0,2.6666666666666665,0.3333333333333333,1
CUST-689,73233,0,1,2881834.14,205845.29571428572,14.0,4.0,1.0,2.0,3.5,0.5,1
CUST-690,78794,0,0,850118.63,141686.43833333332,6.0,2.0,1.0,3.0,2.6666666666666665,0.6666666666666666,1
CUST-691,157821,0,1,2216087.1999999997,221608.71999999997,10.0,4.0,1.0,2.0,5.0,0.0,1
CUST-692,43365,0,1,2464780.44,205398.37,12.0,4.0,1.0,0.0,0.0,0.0,1
CUST-693,21986,1,0,2275417.49,284427.18625,8.0,4.0,1.0,6.0,3.1666666666666665,0.8333333333333334,1
CUST-694,75561,1,1,5353581.18,382398.6557142857,14.0,3.0,1.0,3.0,3.6666666666666665,0.3333333333333333,1
CUST-695,173164,0,1,1459842.22,291968.444,5.0,2.0,1.0,2.0,4.0,1.0,1
CUST-696,25157,0,0,1654813.88,236401.98285714284,7.0,3.0,1.0,3.0,3.6666666666666665,1.0,1
CUST-697,70019,0,1,1070905.55,214181.11000000002,5.0,2.0,1.0,4.0,3.75,0.5,1
CUST-698,42160,1,0,978703.99,139814.85571428572,7.0,4.0,1.0,0.0,0.0,0.0,1
CUST-699,104837,1,1,3800658.69,316721.5575,12.0,4.0,1.0,3.0,2.6666666666666665,0.0,1
CUST-700,19309,0,0,1136917.78,189486.29666666666,6.0,2.0,1.0,2.0,1.5,1.0,1
CUST-701,120244,1,0,548903.47,109780.69399999999,5.0,3.0,0.0,2.0,3.5,0.5,1
CUST-702,168555,0,1,1205896.27,200982.71166666667,6.0,3.0,1.0,1.0,1.0,1.0,1
CUST-703,161679,0,0,1376959.62,196708.51714285716,7.0,2.0,0.0,3.0,2.0,0.6666666666666666,1
CUST-704,37298,1,1,2042168.1,204216.81,10.0,2.0,1.0,3.0,3.6666666666666665,0.6666666666666666,1
CUST-705,187599,0,1,2601997.43,200153.64846153848,13.0,3.0,1.0,2.0,2.5,0.5,1
CUST-706,85557,1,0,2358972.41,262108.04555555558,9.0,3.0,1.0,1.0,4.0,1.0,1
CUST-707,76176,0,1,1343265.91,149251.76777777777,9.0,3.0,1.0,3.0,2.6666666666666665,0.0,1
CUST-708,87013,0,0,1647185.35,183020.59444444446,9.0,5.0,1.0,1.0,2.0,0.0,1
CUST-709,48815,1,0,4247695.97,353974.6641666666,12.0,3.0,0.0,3.0,2.6666666666666665,0.6666666666666666,1
CUST-710,19395,0,1,1557994.84,173110.5377777778,9.0,3.0,1.0,4.0,4.0,0.5,1
CUST-711,14811,1,1,1611760.01,230251.43,7.0,4.0,1.0,3.0,1.6666666666666667,1.0,1
CUST-712,187292,1,1,1621538.5899999999,135128.21583333332,12.0,4.0,1.0,1.0,3.0,0.0,1
CUST-713,169578,1,0,2871724.15,287172.415,10.0,5.0,1.0,1.0,4.0,1.0,1
CUST-714,122920,1,0,2297467.24,191455.60333333336,12.0,5.0,1.0,4.0,2.25,1.0,1
CUST-715,76063,1,1,1982398.67,180218.0609090909,11.0,4.0,1.0,0.0,0.0,0.0,1
CUST-716,167425,1,0,4314568.23,308183.445,14.0,3.0,1.0,0.0,0.0,0.0,1
CUST-717,46526,0,0,2509586.1799999997,313698.27249999996,8.0,2.0,0.0,1.0,1.0,0.0,1
CUST-718,155177,0,1,3607914.62,400879.40222222224,9.0,4.0,1.0,2.0,1.0,0.0,1
CUST-719,180277,0,0,265974.29,88658.09666666666,3.0,1.0,0.0,1.0,4.0,1.0,1
CUST-720,54974,0,0,1829264.17,203251.57444444444,9.0,3.0,1.0,2.0,3.5,0.0,1
CUST-721,177611,0,0,2918450.34,243204.19499999998,12.0,5.0,1.0,5.0,3.2,0.2,1
CUST-722,105178,1,0,2358553.76,235855.376,10.0,5.0,1.0,0.0,0.0,0.0,1
CUST-723,72910,0,1,2631488.16,375926.88,7.0,3.0,1.0,2.0,2.5,1.0,1
CUST-724,87071,1,0,2744342.3200000003,211103.25538461542,13.0,3.0,1.0,4.0,3.5,0.25,1
CUST-725,14554,1,1,416112.68000000005,69352.11333333334,6.0,2.0,1.0,2.0,1.0,1.0,1
CUST-726,74026,0,1,1825130.5999999999,260732.94285714283,7.0,4.0,1.0,2.0,5.0,0.0,1
CUST-727,68935,0,0,2394859.42,217714.4927272727,11.0,5.0,1.0,1.0,4.0,0.0,1
CUST-728,131088,0,0,3373250.01,259480.77,13.0,5.0,1.0,2.0,4.0,0.0,1
CUST-729,78685,1,1,1710295.38,244327.91142857142,7.0,4.0,1.0,1.0,5.0,1.0,1
CUST-730,96822,1,1,4130214.2,295015.3,14.0,3.0,1.0,3.0,3.0,1.0,1
CUST-731,87161,1,1,3187024.13,318702.413,10.0,3.0,1.0,2.0,3.0,1.0,1
CUST-732,47417,1,0,4537187.22,378098.935,12.0,5.0,1.0,2.0,2.5,0.5,1
CUST-733,45917,0,0,1286647.82,160830.9775,8.0,3.0,1.0,1.0,4.0,1.0,1
CUST-734,30730,0,1,2002036.01,166836.33416666667,12.0,2.0,0.0,1.0,1.0,0.0,1
CUST-735,87296,0,0,789822.22,197455.555,4.0,2.0,0.0,2.0,5.0,0.5,1
CUST-736,151543,1,0,2423446.2399999998,201953.8533333333,12.0,5.0,1.0,0.0,0.0,0.0,1
CUST-737,167026,0,1,1646374.53,329274.906,5.0,1.0,0.0,1.0,1.0,1.0,1
CUST-738,98845,1,0,1416653.95,202379.13571428572,7.0,3.0,1.0,0.0,0.0,0.0,1
CUST-739,35781,1,1,1375828.82,275165.764,5.0,1.0,0.0,1.0,3.0,1.0,1
CUST-740,30704,1,0,4380192.01,230536.42157894737,19.0,8.0,1.0,1.0,4.0,0.0,1
CUST-741,61666,1,1,1263815.68,210635.94666666666,6.0,2.0,1.0,1.0,2.0,1.0,1
CUST-742,100378,1,0,2247418.2399999998,204310.74909090906,11.0,6.0,1.0,1.0,1.0,1.0,1
CUST-743,154276,0,0,2922148.73,243512.39416666667,12.0,5.0,1.0,4.0,3.75,0.75,1
CUST-744,133433,1,1,995113.98,199022.796,5.0,2.0,0.0,1.0,3.0,0.0,1
CUST-745,73499,0,0,4099506.43,256219.151875,16.0,6.0,1.0,1.0,1.0,1.0,1
CUST-746,92481,1,0,926256.0800000001,115782.01000000001,8.0,4.0,1.0,2.0,3.5,0.0,1
CUST-747,21204,0,0,2881894.46,288189.446,10.0,4.0,1.0,2.0,1.0,0.0,1
CUST-748,124247,0,0,2676095.85,205853.52692307692,13.0,6.0,1.0,2.0,4.0,0.5,1
CUST-749,87100,0,1,3688501.96,307375.16333333333,12.0,5.0,1.0,2.0,3.0,0.0,1
CUST-750,68538,1,0,2331488.74,211953.52181818185,11.0,2.0,1.0,5.0,4.0,0.4,1
CUST-751,115039,1,0,2887890.6799999997,288789.06799999997,10.0,4.0,1.0,2.0,3.5,0.0,1
CUST-752,104220,0,1,716008.64,119334.77333333333,6.0,2.0,1.0,0.0,0.0,0.0,1
CUST-753,96887,0,1,2318482.14,193206.845,12.0,6.0,1.0,2.0,2.0,0.0,1
CUST-754,174779,0,0,2016648.43,336108.07166666666,6.0,4.0,1.0,3.0,3.0,0.0,1
CUST-755,124794,1,1,704118.53,176029.6325,4.0,4.0,1.0,1.0,2.0,0.0,1
CUST-756,118552,0,1,3106273.36,282388.48727272724,11.0,5.0,1.0,4.0,4.0,0.25,1
CUST-757,70713,1,0,1502604.0,166956.0,9.0,3.0,1.0,2.0,2.5,0.5,1
CUST-758,68037,1,1,1782111.29,148509.27416666667,12.0,5.0,1.0,1.0,2.0,1.0,1
CUST-759,58663,1,1,4521009.89,301400.6593333333,15.0,5.0,1.0,0.0,0.0,0.0,1
CUST-760,138308,0,1,2386247.55,198853.9625,12.0,5.0,1.0,2.0,3.0,0.5,1
CUST-761,187706,0,1,1763987.14,251998.16285714283,7.0,3.0,1.0,2.0,4.0,0.5,1
CUST-762,50594,0,1,3095968.07,257997.33916666664,12.0,5.0,1.0,2.0,5.0,0.5,1
CUST-763,54004,1,0,1892290.33,172026.39363636365,11.0,4.0,1.0,1.0,4.0,1.0,1
CUST-764,27263,1,1,3535895.9,353589.58999999997,10.0,4.0,1.0,4.0,2.25,0.5,1
CUST-765,163479,0,1,1712704.96,190300.5511111111,9.0,2.0,0.0,0.0,0.0,0.0,1
CUST-766,121970,1,0,3755566.12,268254.72285714286,14.0,7.0,1.0,2.0,4.0,1.0,1
CUST-767,125498,1,0,4655061.22,358081.6323076923,13.0,1.0,0.0,5.0,2.8,0.4,1
CUST-768,179626,1,0,3017962.5300000003,335329.17000000004,9.0,4.0,1.0,2.0,3.0,0.5,1
CUST-769,136983,1,1,1451848.04,241974.67333333334,6.0,3.0,1.0,2.0,4.0,1.0,1
CUST-770,148391,0,1,1617501.49,269583.58166666667,6.0,2.0,0.0,0.0,0.0,0.0,1
CUST-771,199595,0,1,2525887.44,229626.1309090909,11.0,6.0,1.0,0.0,0.0,0.0,1
CUST-772,45695,1,0,2283295.19,228329.519,10.0,2.0,1.0,1.0,2.0,0.0,1
CUST-773,173567,0,0,2399740.21,218158.2009090909,11.0,5.0,1.0,1.0,1.0,1.0,1
CUST-774,134834,0,1,4114479.04,411447.904,10.0,4.0,1.0,2.0,2.0,1.0,1
CUST-775,156659,1,0,1118602.1199999999,124289.12444444443,9.0,3.0,1.0,1.0,2.0,0.0,1
CUST-776,10638,0,0,3198585.89,213239.05933333334,15.0,4.0,1.0,2.0,3.0,0.5,1
CUST-777,104028,1,1,3867608.22,322300.685,12.0,4.0,1.0,3.0,2.3333333333333335,0.6666666666666666,1
CUST-778,10206,0,0,1977703.12,282529.01714285713,7.0,4.0,1.0,0.0,0.0,0.0,1
CUST-779,82461,0,1,3301983.88,194234.34588235294,17.0,5.0,1.0,1.0,4.0,1.0,1
CUST-780,76756,1,0,2999622.55,333291.39444444445,9.0,3.0,1.0,1.0,5.0,0.0,1
CUST-781,130609,0,1,675422.54,168855.635,4.0,3.0,1.0,3.0,2.6666666666666665,0.3333333333333333,1
CUST-782,30458,1,1,2368558.5700000003,182196.8130769231,13.0,4.0,1.0,0.0,0.0,0.0,1
CUST-783,191990,0,0,1568126.3900000001,156812.63900000002,10.0,2.0,1.0,2.0,3.5,1.0,1
CUST-784,86222,1,0,1333239.0,190462.7142857143,7.0,4.0,1.0,1.0,5.0,0.0,1
CUST-785,193436,0,1,3732025.39,311002.11583333334,12.0,3.0,1.0,2.0,4.5,1.0,1
CUST-786,27157,1,1,1963486.85,196348.685,10.0,5.0,1.0,3.0,3.3333333333333335,1.0,1
CUST-787,184398,0,0,2364052.67,295506.58375,8.0,6.0,1.0,2.0,4.0,0.5,1
CUST-788,36284,1,0,1702137.26,212767.1575,8.0,2.0,1.0,2.0,1.5,0.0,1
CUST-789,119079,0,1,1668968.33,185440.92555555556,9.0,4.0,0.0,3.0,3.3333333333333335,0.3333333333333333,1
CUST-790,71715,0,0,4219176.62,324552.0476923077,13.0,6.0,1.0,1.0,1.0,1.0,1
CUST-791,95127,0,1,1715048.13,190560.90333333332,9.0,6.0,1.0,6.0,3.0,0.6666666666666666,1
CUST-792,188607,0,0,2287389.27,254154.36333333334,9.0,4.0,1.0,4.0,2.75,0.25,1
CUST-793,13024,1,0,2242179.3,373696.55,6.0,4.0,1.0,2.0,2.5,0.5,1
CUST-794,188953,1,0,3535625.03,252544.645,14.0,6.0,1.0,0.0,0.0,0.0,1
CUST-795,165810,0,1,2626846.22,262684.62200000003,10.0,2.0,1.0,0.0,0.0,0.0,1
CUST-796,33374,0,1,1802737.02,180273.702,10.0,4.0,1.0,5.0,3.0,0.6,1
CUST-797,66881,1,0,2309953.73,209995.79363636364,11.0,4.0,1.0,2.0,2.5,0.5,1
CUST-798,40706,0,1,3031067.17,303106.717,10.0,2.0,0.0,1.0,5.0,0.0,1
CUST-799,78170,1,0,1023117.23,146159.60428571427,7.0,5.0,1.0,1.0,3.0,1.0,1
CUST-800,128868,0,1,3646078.45,280467.5730769231,13.0,4.0,1.0,2.0,1.5,0.0,1
CUST-801,103528,1,0,2580399.7,258039.97000000003,10.0,4.0,1.0,0.0,0.0,0.0,1
CUST-802,188225,0,1,2550632.2600000002,231875.66000000003,11.0,4.0,1.0,0.0,0.0,0.0,1
CUST-803,185062,0,1,4204617.1899999995,233589.84388888886,18.0,4.0,1.0,1.0,2.0,0.0,1
CUST-804,188658,0,1,1099624.51,109962.451,10.0,2.0,1.0,2.0,3.5,0.5,1
CUST-805,193112,1,1,3956896.88,282635.4914285714,14.0,3.0,1.0,1.0,2.0,0.0,1
CUST-806,23679,0,0,2872939.56,319215.50666666665,9.0,4.0,0.0,1.0,1.0,0.0,1
CUST-807,140544,0,0,3187225.74,455317.9628571429,7.0,2.0,0.0,0.0,0.0,0.0,1
CUST-808,62040,1,1,2098453.62,233161.51333333334,9.0,2.0,1.0,2.0,2.5,0.5,1
CUST-809,127537,1,1,3430744.88,263903.4523076923,13.0,4.0,1.0,1.0,5.0,1.0,1
CUST-810,73949,1,1,3599579.57,276890.73615384614,13.0,4.0,1.0,2.0,2.0,0.5,1
CUST-811,60394,1,0,1124442.76,124938.08444444445,9.0,4.0,1.0,3.0,3.6666666666666665,0.3333333333333333,1
CUST-812,43246,0,0,741851.76,123641.96,6.0,3.0,1.0,2.0,4.5,1.0,1
CUST-813,73387,1,1,2874990.68,319443.4088888889,9.0,1.0,0.0,2.0,3.0,0.5,1
CUST-814,109079,1,1,1342487.73,149165.30333333334,9.0,5.0,1.0,0.0,0.0,0.0,1
CUST-815,11499,0,0,4215504.87,263469.054375,16.0,4.0,0.0,3.0,2.0,0.6666666666666666,1
CUST-816,199320,0,1,1620062.6,202507.825,8.0,5.0,1.0,1.0,5.0,0.0,1
CUST-817,63178,0,1,2331616.32,259068.47999999998,9.0,3.0,1.0,1.0,4.0,1.0,1
CUST-818,176761,1,0,3436004.3,343600.43,10.0,3.0,0.0,5.0,3.0,0.4,1
CUST-819,125133,1,0,2362006.37,295250.79625,8.0,3.0,1.0,1.0,4.0,1.0,1
CUST-820,170616,0,0,1584602.47,226371.7814285714,7.0,4.0,1.0,1.0,1.0,0.0,1
CUST-821,20879,0,0,2774868.2800000003,252260.75272727275,11.0,4.0,1.0,3.0,4.0,0.6666666666666666,1
CUST-822,174607,0,1,1388702.64,231450.43999999997,6.0,3.0,1.0,1.0,1.0,0.0,1
CUST-823,148318,1,0,1274287.3800000001,182041.05428571432,7.0,2.0,0.0,4.0,2.0,0.75,1
CUST-824,133606,0,0,2559448.3,232677.11818181816,11.0,4.0,1.0,1.0,1.0,0.0,1
CUST-825,22362,0,1,1015095.3400000001,253773.83500000002,4.0,2.0,1.0,1.0,2.0,1.0,1
CUST-826,194223,1,1,2780405.2800000003,278040.52800000005,10.0,3.0,1.0,1.0,2.0,0.0,1
CUST-827,124233,1,1,1268150.74,211358.45666666667,6.0,3.0,1.0,3.0,4.333333333333333,0.6666666666666666,1
CUST-828,76247,0,1,4874056.359999999,348146.88285714283,14.0,5.0,1.0,2.0,2.0,1.0,1
CUST-829,128559,1,0,1994549.05,249318.63125,8.0,3.0,1.0,2.0,3.0,0.5,1
CUST-830,146839,0,1,3213744.51,247211.11615384615,13.0,4.0,1.0,3.0,3.6666666666666665,1.0,1
CUST-831,12689,1,0,2616525.24,327065.655,8.0,2.0,1.0,4.0,1.75,0.25,1
CUST-832,100359,1,1,1503556.1099999999,214793.72999999998,7.0,3.0,1.0,1.0,5.0,0.0,1
CUST-833,61340,1,1,2116452.56,151175.18285714285,14.0,2.0,1.0,3.0,2.3333333333333335,0.6666666666666666,1
CUST-834,149729,1,0,2683675.27,243970.4790909091,11.0,4.0,1.0,1.0,4.0,0.0,1
CUST-835,32741,1,0,629902.3,209967.43333333335,3.0,2.0,0.0,1.0,3.0,0.0,1
CUST-836,143246,1,1,2601058.66,144503.2588888889,18.0,7.0,1.0,3.0,2.3333333333333335,0.3333333333333333,1
CUST-837,106179,1,0,3429562.08,244968.72,14.0,5.0,1.0,1.0,5.0,1.0,1
CUST-838,151405,1,0,1158551.72,289637.93,4.0,2.0,0.0,3.0,2.6666666666666665,0.3333333333333333,1
CUST-839,116848,1,1,1939011.82,242376.4775,8.0,6.0,1.0,2.0,4.0,1.0,1
CUST-840,30776,0,0,3179070.08,227076.4342857143,14.0,4.0,1.0,2.0,3.5,1.0,1
CUST-841,48217,0,1,3806789.77,292829.9823076923,13.0,5.0,1.0,4.0,3.5,0.75,1
CUST-842,125631,1,0,1728001.18,216000.1475,8.0,4.0,1.0,3.0,2.3333333333333335,0.6666666666666666,1
CUST-843,192925,1,0,1629784.7000000002,162978.47000000003,10.0,2.0,0.0,0.0,0.0,0.0,1
CUST-844,72274,1,0,3211370.8200000003,267614.23500000004,12.0,6.0,1.0,3.0,3.6666666666666665,0.3333333333333333,1
CUST-845,52877,0,1,716461.2200000001,119410.20333333335,6.0,2.0,0.0,2.0,2.0,0.5,1
CUST-846,167976,1,1,820983.76,91220.41777777778,9.0,3.0,1.0,4.0,4.5,0.5,1
CUST-847,120754,1,1,1495728.4300000002,166192.0477777778,9.0,4.0,1.0,4.0,2.25,0.25,1
CUST-848,165305,0,0,2471397.86,247139.786,10.0,4.0,1.0,1.0,3.0,0.0,1
CUST-849,186796,1,0,3051774.37,339086.0411111111,9.0,4.0,1.0,5.0,3.8,0.4,1
CUST-850,178996,1,1,1876102.27,234512.78375,8.0,2.0,0.0,1.0,5.0,0.0,1
CUST-851,110090,0,0,2237323.7600000002,223732.37600000002,10.0,5.0,1.0,2.0,3.5,0.5,1
CUST-852,53964,1,0,3720203.7800000003,413355.9755555556,9.0,3.0,1.0,5.0,3.6,0.2,1
CUST-853,60890,1,1,1630316.77,148210.61545454545,11.0,4.0,1.0,0.0,0.0,0.0,1
CUST-854,125196,0,0,1068265.99,152609.42714285714,7.0,3.0,1.0,2.0,4.0,0.5,1
CUST-855,107994,1,1,2792341.33,279234.13300000003,10.0,4.0,1.0,1.0,1.0,0.0,1
CUST-856,185677,1,1,1602085.31,178009.4788888889,9.0,3.0,1.0,2.0,3.5,1.0,1
CUST-857,14013,0,1,2710393.11,271039.311,10.0,4.0,1.0,0.0,0.0,0.0,1
CUST-858,30844,1,0,2923539.63,292353.963,10.0,4.0,1.0,1.0,1.0,0.0,1
CUST-859,151035,0,0,745385.88,186346.47,4.0,3.0,1.0,0.0,0.0,0.0,1
CUST-860,27567,1,1,2532909.31,194839.17769230768,13.0,4.0,1.0,2.0,2.0,0.5,1
CUST-861,66745,1,0,2560417.08,256041.708,10.0,5.0,1.0,0.0,0.0,0.0,1
CUST-862,188345,1,0,2177981.3,197998.3,11.0,3.0,1.0,2.0,3.0,0.5,1
CUST-863,95944,1,0,2122051.64,235783.51555555558,9.0,2.0,0.0,3.0,2.6666666666666665,0.6666666666666666,1
CUST-864,103185,0,1,4397611.57,399782.87000000005,11.0,5.0,1.0,1.0,5.0,1.0,1
CUST-865,193517,0,1,1848807.01,264115.28714285715,7.0,1.0,0.0,2.0,3.5,0.5,1
CUST-866,89755,1,0,1606680.28,178520.0311111111,9.0,4.0,1.0,2.0,4.0,0.0,1
CUST-867,178015,1,0,3216284.88,321628.488,10.0,5.0,1.0,1.0,5.0,0.0,1
CUST-868,102347,0,1,3669296.0999999996,262092.57857142854,14.0,5.0,1.0,5.0,2.2,0.6,1
CUST-869,106002,1,1,2368398.87,236839.88700000002,10.0,4.0,1.0,2.0,4.0,0.0,1
CUST-870,170866,0,1,4403606.57,293573.77133333334,15.0,7.0,1.0,1.0,3.0,1.0,1
CUST-871,183168,0,1,2946464.29,267860.39,11.0,4.0,1.0,3.0,4.333333333333333,0.3333333333333333,1
CUST-872,85351,0,0,1489804.1099999999,248300.68499999997,6.0,3.0,1.0,2.0,2.5,0.5,1
CUST-873,181248,1,1,2147051.6,143136.77333333335,15.0,5.0,1.0,2.0,2.5,0.5,1
CUST-874,45721,1,1,4163638.97,378512.63363636367,11.0,5.0,1.0,1.0,5.0,1.0,1
CUST-875,115728,1,1,770347.03,96293.37875,8.0,4.0,1.0,2.0,4.0,0.5,1
CUST-876,54779,1,0,2455759.4099999997,272862.1566666666,9.0,2.0,1.0,4.0,2.5,0.5,1
CUST-877,103773,0,1,3337266.06,476752.2942857143,7.0,3.0,0.0,1.0,3.0,1.0,1
CUST-878,129219,1,0,2973116.62,270283.3290909091,11.0,4.0,1.0,4.0,1.25,0.25,1
CUST-879,124073,0,1,2060999.37,206099.937,10.0,4.0,1.0,2.0,1.0,1.0,1
